area;location;price;rooms;square_price;source;title
69;Opština Obrenovac , Obrenovac (mesto) , Aleksandra Ace Simovića;110000;3.0;1594;halooglasi;Obrenovac -Dudovi 69kvm
81;Opština Obrenovac , Rvati , Kralja Milana;110000;3.0;1358;halooglasi;Obrenovac- Rvati 81kvm
62;Opština Obrenovac , Obrenovac (mesto) , Majora Nebojše Tepavca;95000;2.5;1532;halooglasi;Stan u Centru, iza pošte 62kvm
115;Opština Novi Beograd , Ledine , Oplenačka;224250;5.0;1950;halooglasi;Lux penthaus sa najlepšim pogledom na Expo...
40;Opština Savski venac , Beograd na vodi , BW Bella;201888;0.5;5047;halooglasi;BW Bella - bez provizije kupce!
137;Opština Palilula , Bogoslovija , Čiče Romanijskog;315000;4.0;2299;halooglasi;Bogoslovija, Čiče Romanijskog
76;Opština Savski venac , Beograđanka , Admirala Geprata;289000;3.0;3803;halooglasi;Savski venac, Beograđanka - Admirala Geprata
116;Opština Stari grad , Centar , Hilandarska;360000;4.0;3103;halooglasi;Centar, salonac, I sprat, sa liftom
33;Opština Novi Beograd , Hotel Jugoslavija , Džona Kenedija;115000;1.5;3485;halooglasi;Hotel Jugoslavija, odmah useljiv
23;Opština Savski venac , Dedinje , Miće Orlovića;87633;1.0;3900;halooglasi;Odlična investicija
52;Opština Novi Beograd , Blok 67a (A blok) , Uroša Martinovića;239000;2.0;4596;halooglasi;A blok, 2.0, namesten, 52kvm, juzno, dvorisno orj
194;Opština Vračar , Crveni krst;952600;5.0;4910;halooglasi;Lux Penthaus salonac+terasa(187 m2-bez provizije)
123;Opština Zvezdara , Dimitrija Tucovića , Dimitrija Tucovića;362850;4.0;2950;halooglasi;Zvezdara, 300m od Zire, četvorosoban stan
89;Opština Čukarica , Filmski grad , Veljka Petrovića;136000;4.0;1528;halooglasi;Extra povoljan uknjiženi stan na Čukarici
60;Opština Stari grad , Dunavski kej , Dunavski kej;240000;2.0;4000;halooglasi;Pogled na reku, 68m2, 2.0, adaptibilan u 2.5, lift
54;Opština Voždovac , Banjica , Zorice Božović;106140;3.0;2000;halooglasi;Banjica - Zorice Božović - Novogradnja
52;Opština Zemun , Gornji grad , Alaska;122200;2.5;2350;halooglasi;“Alaska” oaza mira  dvoiposoban stan
66;Opština Voždovac , Ustanička , Ustanička 12;290400;3.0;4400;halooglasi;"Stambeno-poslovni objekat ""Sava Residence"""
46;Opština Voždovac , Ustanička , Ustanička;213900;2.0;4650;halooglasi;"Stambeno-poslovni objekat ""Sava Residence"""
55;Opština Voždovac , Ustanička , Ustanička;255750;2.0;4650;halooglasi;"Stambeno-poslovni objekat ""Sava Residence"""
50;Opština Voždovac , Ustanička , Ustanička;232500;2.0;4650;halooglasi;"Stambeno-poslovni objekat ""Sava Residence"""
42;Opština Voždovac , Ustanička , Ustanička;201600;2.0;4800;halooglasi;"Stambeno-posovni objekat ""Sava Residence"""
76;Opština Voždovac , Ustanička , Ustanička;342000;3.0;4500;halooglasi;"Stambeno-poslovni objekat ""Sava Residence"""
86;Opština Voždovac , Ustanička , Ustanička;404200;3.0;4700;halooglasi;"Stambeno-poslovni objekat ""Sava Residence"""
109;Opština Voždovac , Ustanička , Ustanička;468700;4.0;4300;halooglasi;"Stambeno-poslovni objekat ""Sava Residence"""
60;Opština Vračar , Gospodara Vučića , Gospodara Vučića;235000;3.0;3917;halooglasi;Vračar, novogradnja, lux, sa garažom
51;Opština Zvezdara , Gradska bolnica , Miloša Savkovića;97600;2.0;1951;halooglasi;2.0, top lokacija, Gradska bolnica
80;Opština Vračar , Hram svetog Save , Šumatovačka;245000;3.0;3062;halooglasi;Novo u ponudi, dizajnerski uređen, odličan
70;Opština Zvezdara , Dimitrija Tucovića , Toplička;70000;2.0;1000;halooglasi;Beograd, Zvezdara, Dimitrija Tucovica
46;Opština Rakovica , Centar , Kraljice Jelene;92000;2.0;2000;halooglasi;U izgradnji, Kraljice Jelene Rakovica
90;Opština Zemun , Zemun polje , Bertranda Rasela;150000;4.0;1667;halooglasi;Prodaja dupleksa Zemun Polje 90 kvadrata
73;Opština Čukarica , Čukarička padina , Mladena Mitrića;159000;2.5;2178;halooglasi;Čukarička padina, Mladena Mitrića, 2.5
75;Opština Vračar , Kalenić pijaca , Njegoševa;289000;2.5;3853;halooglasi;Njegoševa, Kalenić, stan sa dva parking mesta
68;Opština Stari grad , Dorćol , Dunavski kej;240000;2.0;3529;halooglasi;Dunavski kej - Dorćol ID#4449
81;Opština Novi Beograd , Blok 21 , Bulevar Mihaila Pupina;249900;3.0;3085;halooglasi;Na prodaju renoviran stan - retko u ponudi
64;Opština Čukarica , Cerak vinogradi , Vinogradski venac;139000;2.5;2172;halooglasi;2.5, Cerak Vinogradi, odličan, 64m2 (59m2+2L)
54;Opština Novi Beograd , Blok 62 , Jurija Gagarina;230000;3.0;4317;halooglasi;Prodaja lux stan - kopleks Petica Novi Beograd
57;Opština Zvezdara , Cvetkova pijaca , Donska;169000;2.5;2965;halooglasi;Cvetkova Pijaca, Donska
47;Opština Zemun , Altina , Ugrinovački put;86045;1.5;1850;halooglasi;Nova Altina 46.5m -Novogradnja, uknjižen lux stan
116;Opština Voždovac , Jove Ilića;359197;4.0;3097;halooglasi;Extra lux stan u Jove Ilića-bez provizije
90;Opština Čukarica , Žarkovo , Veljka Petrovića;136000;4.0;1525;halooglasi;Vlasnik, Uknjižen, Veljka Petrovića, Cerak, 89m2
68;Opština Vračar , Južni bulevar , Južni bulevar;217000;3.0;3202;halooglasi;Južni bulevar 174  stan na I spratu 68m2
100;Opština Zemun , Centar , Dobrovoljačka;257600;3.5;2600;halooglasi;Zemun, Dobrovoljačka, troiposoban stan 99.08m2
54;Opština Novi Beograd , Blok 63 , Jurija Gagarina;230000;2.5;4317;halooglasi;Lux stan u „Petici“, Blok 63
119;Opština Savski venac , Centar , Crnogorska;332000;4.0;2790;halooglasi;Četvorosoban stan na prodaju
73;Opština Novi Beograd , Sava centar , Vladimira Popovića;197000;3.0;2699;halooglasi;Novi Beograd, Sava centar - Vladimira Popovića
75;Opština Stari grad , Topličin venac , Pop Lukina;279000;3.0;3720;halooglasi;Izuzetan, strogi centar, retko u ponudi
73;Opština Zvezdara , Rudo , Mirka Sandića;210000;3.0;2877;halooglasi;Zvezdara, East Side - Mirka Sandića
34;Opština Zvezdara , Bulevar kralja Aleksandra , Bulevar kralja Aleksandra;87300;2.0;2568;halooglasi;Novogradnja kompletno opremljena
97;Opština Zvezdara , Cvetkova pijaca , Gospodara Vučića;240000;4.0;2490;halooglasi;Lux 4.0 stan kod Cvetkove pijace, 96,40 m2
92;Opština Novi Beograd , Bežanijska kosa 2 , Peđe Milosavljevića;259000;3.5;2815;halooglasi;Komforan stan 92m2, Bežanijska kosa 2
67;Opština Zemun , Pregrevica , Pregrevica;213730;3.0;3190;halooglasi;Stan direktno od investitora
60;Opština Čukarica , Banovo brdo , Mira Popare;188100;2.5;3135;halooglasi;Prodaja stana Banovo brdo Novogradnja
29;Opština Čukarica , Železnik , Milorada Popovića;66000;0.5;2276;halooglasi;Izuzetan apartman sa parkingom
69;Opština Čukarica , Železnik , Milorada Popovića;125000;2.0;1812;halooglasi;Lux dvosoban, parking
62;Opština Surčin , Ledine , Isidore Sekulić;110800;2.5;1799;halooglasi;Novogradnja Ledine-1800eur +pdv
24;Opština Stari grad , Centar , Bulevar despota Stefana;130000;2.0;5417;halooglasi;Dvosoban uknjižen Stari Grad
43;Opština Zemun , Zemunske kapije;98000;2.0;2279;halooglasi;Zemun  98000 Zemunske kapije
63;Opština Novi Beograd , Hotel Jugoslavija , Klare Cetkin;180000;2.5;2857;halooglasi;Novi Beograd 63m2 2.0 BEZ provizije
195;Opština Stari grad , Dorćol , Venizelosova;699000;4.0;3585;halooglasi;"""Novi Dorćol"", novo u ponudi, 125m2+70m2 terasa"
160;Opština Savski venac , Dedinje , Đorđa Radojlovića;400000;4.0;2500;halooglasi;Dedinje, Djordja Radojlovica, 4.0, 160 m2
78;Opština Palilula , Hadžipopovac , Bistrička;205000;3.0;2628;halooglasi;Bistricka 3.0
45;Opština Zemun , Altina , Ugrinovački put 34. deo;60750;2.5;1350;halooglasi;45m2 Altina - opis u tekstu oglasa
54;Opština Zemun , Altina , Ugrinovački put 34. deo;72900;2.5;1350;halooglasi;54m2 Altina - opis u tekstu oglasa
174;Opština Vračar , Čubura , Cara Nikolaja II;609000;4.5;3500;halooglasi;Top novogradnja Panorama Vračara 174m2 ceo sprat I
183;Opština Voždovac , Autokomanda;399000;6.0;2180;halooglasi;Extra lux šestosoban stan -bez provizije
60;Opština Zemun , Novi grad , Mačvanska;125000;2.5;2097;halooglasi;Zemun,lux novogradnja,Mačvanska
69;Opština Novi Beograd , Ledine , Oplenačka 2-5-8-10-12-14-16-18-20-22-24-26-28-30;134500;3.0;1949;halooglasi;Lux novogradnja u najlepsoj zgradi na Ledinama
101;Opština Stari grad , Centar , Bulevar despota Stefana;303000;3.0;3000;halooglasi;Desetka, Bulevar Despota Stefana
232;Opština Čukarica , Banovo brdo , Nikolaja Gogolja;800000;6.0;3448;halooglasi;Najluksuzniji Penthouse na Banovom Brdu
47;Opština Palilula , Zira , Ruzveltova;135000;2.0;2872;halooglasi;Širi centar, Zira - 2.0 uknjižen
65;Opština Voždovac , Vojvode Vlahovića , Miljana Miljanića;149000;3.0;2292;halooglasi;Odličan trosoban stan u Miljana Miljanića
70;Opština Novi Beograd , Blok 23;229000;3.0;3271;halooglasi;Prestižna lokacija, 3.0 lux, sunčan i svetao
104;Opština Novi Beograd , Hotel Jugoslavija;218000;3.0;2096;halooglasi;Pogled na Dunav
52;Opština Palilula , Karaburma , Juhorska;124000;2.5;2385;halooglasi;Beograd, Karaburma, Stan, 2.5, 52m2
250;Opština Vračar , Hram svetog Save;700000;6.0;2800;halooglasi;Extra Lux dupleks kod Hrama - bez provizije
61;Opština Zemun , Batajnica , Branislava Barišića Doktora;109800;2.5;1800;halooglasi;Novogradnja Batajnica, Branislava Barišića Doktora
145;Opština Savski venac , Beograd na vodi , Hercegovačka;1080000;4.0;7448;halooglasi;Lux stan na kaskadi u BW Residences
79;Opština Stari grad , Dorćol , Vojvode Dobrnjca;329000;3.0;4165;halooglasi;Sjajna lokacija, lux stan, retko u ponudi + garaža
65;Opština Zvezdara , Vojvode Vlahovića , Miljana Miljanića;149000;3.0;2292;halooglasi;Odličan trosoban stan u Miljana Miljanića
58;Opština Čukarica , Čukarička padina , Radnička;165000;3.0;2845;halooglasi;Renoviran, trosoban stan, Radnička
61;Opština Voždovac , Lekino brdo , Strumička;135000;2.5;2213;halooglasi;Dvoiposoban stan. Novogradnja. Lekino brdo
65;Opština Čukarica , Cerak vinogradi , Lipa;155000;2.5;2385;halooglasi;Cerak vinogradi, Lipa, 65+2m2, 2.5
83;Opština Vračar , Kalenić pijaca , Mileševska;255000;3.0;3072;halooglasi;Kalenic, Milesevska
56;Opština Novi Beograd , Ledine , Surčinska;117000;3.0;2089;halooglasi;Ledine 56m2 trosoban
108;Opština Savski venac , Kneza Miloša , Kneza Miloša;310000;3.5;2870;halooglasi;Top ponuda! Stan - 108m2 u Kneza Miloša Beograd
50;Opština Zvezdara , Učiteljsko naselje , Paje Jovanovića;123000;1.5;2500;halooglasi;Stan na Zvezdari 49m2
127;Opština Zvezdara , Učiteljsko naselje , Paje Jovanovića;210000;3.5;1656;halooglasi;Stan na Zvezdari 87,49m2+39,35m2
100;Opština Voždovac , Autokomanda , Vojvode Stepe;270000;3.5;2704;halooglasi;Izuzetna prilika Lux stan u centru! Vojvode Stepe
109;Opština Vračar , Kalenić pijaca , Sinđelićeva;375000;5.0;3440;halooglasi;Kalenić, četiri spavaće sobe, pogled na parkić
102;Opština Zvezdara , Vukov Spomenik , Ćirila i Metodija;485000;3.0;4755;halooglasi;Lux stan salonske visine u stambenom kompleksu ID#
58;Opština Voždovac , Vojvode Vlahovića;104400;3.0;1800;halooglasi;Odličan stan u Vojvode Vlahovića-bez provizije
77;Opština Novi Beograd , Paviljoni;199900;3.0;2596;halooglasi;Odlican Komplet renoviran stan u Bloku 8a
45;Opština Zemun , Altina , Ugrinovački put;83380;1.5;1853;halooglasi;Nova Altina 45m2- novogradnja, uknjižen, lux stan
43;Opština Palilula , Borča , Ratnih vojnih invalida;72000;1.5;1674;halooglasi;Palilula, Borča 3 - Ratnih vojnih invalida, 43m2
93;Opština Novi Beograd , Bežanijska kosa 3 ,;225000;3.5;2419;halooglasi;Odličan 3.5 stan na Bežanijskoj kosi
75;Opština Zemun , Retenzija , Prve pruge;225000;3.0;3000;halooglasi;Zemun, Retenzija - Prve pruge
67;Opština Stari grad , Centar , Hilandarska;260000;2.0;3881;halooglasi;Stari grad, Centar - Hilandarska
32;Opština Palilula , Karaburma , Jure Keroševića;70000;1.0;2188;halooglasi;Jednosoban stan kod Shopping centra Karaburma
92;Opština Stari grad , Gundulićev venac , Carigradska;320000;3.0;3478;halooglasi;Direktno od Vlasnika, kuca/stan/poslovni prostor
52;Opština Stari grad , Gundulićev venac , Carigradska;170000;3.0;3269;halooglasi;Direktno od Vlasnika, bez posrednika
51;Opština Grocka , Boleč , Hajduk Stanka;68850;2.0;1350;halooglasi;Novogradnja sa liftom, Boleč sa PDV-om
90;Opština Savski venac , Savski trg - Pristanište , Svetozara Radića;239000;4.0;2656;halooglasi;Savski trg - Svetozara Radića - salonaski ID#4213
36;Opština Novi Beograd , YUBC , Bulevar Mihajla Pupina;169000;1.5;4694;halooglasi;YUBC - Lux - garaža ID#4443
73;Opština Novi Beograd , Blok 70 (kineski tržni centar) , Gandijeva;220000;2.0;3014;halooglasi;Prodajem dvosoban stan, Blok 70
90;Opština Vračar , Centar , Brane Crnčevića;412000;3.0;4578;halooglasi;Vračar - Lux - Parking mesto ID#4410
117;Opština Vračar , Hram svetog Save , Katanićeva;369000;5.0;3154;halooglasi;Hram, Kataniceva, 5.0, 117 m2 sa 3 lodje + Garaza
101;Opština Novi Beograd , Blok 24 (Super Vero) , Bulevar Arsenija Čarnojevića;350000;4.0;3465;halooglasi;Blok 24, izuzetan četvorosoban stan, 101m2 ID#7442
39;Opština Voždovac , Medaković 2 , Radovana Simića Cige;95000;1.0;2436;halooglasi;Medaković II, mereno 44m2 ID#7448
66;Opština Voždovac , Lekino brdo , Miklošićeva;200000;2.5;3030;halooglasi;Lekino brdo, 2.5s ID#7450
96;Opština Savski venac , Dedinje , Neznanog Junaka;211000;4.0;2198;halooglasi;Dedinje , duplex ID#7507
66;Opština Novi Beograd , Blok 23 , Bulevar Arsenija Čarnojevića;175000;2.5;2652;halooglasi;Blizina Sava centra, duplex, mereno 81m2+15m2 tera
76;Opština Zvezdara , Mirijevo , Koste Nađa;144000;3.5;1895;halooglasi;Mirijevo, stan za preporuku 76m2 ID#7625
77;Opština Voždovac , Medaković 3 , Braće Srnić;185000;2.5;2403;halooglasi;Medaković 3, Braće Srnić, 77m2 ID#7648
138;Opština Zvezdara , Lion , Bulevar Kralja Aleksandra;398500;4.5;2888;halooglasi;Penthaus na Lionu ID#7670
46;Opština Voždovac , Lekino brdo , Veselina Masleše;141000;2.5;3065;halooglasi;Lekino brdo, kompletno opremljen, 46m2 ID#7679
151;Opština Savski venac , Centar , Višegradska;490000;6.0;3245;halooglasi;Centar, Višegradska, salonac, 151m2 ID#7680
57;Opština Zvezdara , Cvetkova pijaca , Vojvode Dovezenskog;159000;1.5;2789;halooglasi;Cvetkova pijaca, 57m2 sa 2 terase ID#7704
105;Opština Stari grad , Dorćol , Strahinjića Bana;245000;4.0;2333;halooglasi;Strahinjića Bana-odličan
85;Opština Zemun , Novi grad , Mačvanska;180000;3.5;2134;halooglasi;Zemun, 3.5 penthouse, lux
93;Opština Novi Beograd , Bežanijska kosa 2 , Nedeljka Gvozdenovića;225000;3.5;2419;halooglasi;Bežanijska Kosa, Nedeljka Gvozdenovića
65;Opština Zemun , Altina , Hemingvejeva;107250;3.0;1650;halooglasi;Altina Hemingvejeva
54;Opština Zvezdara , Lion , Radoja Domanovića;129600;2.0;2400;halooglasi;Lion, Radoja Domanovica, 2.0, 54 m2
54;Opština Voždovac , Lekino brdo;167500;2.5;3102;halooglasi;Extra lux stan u izgradnji-bez provizije
60;Opština Voždovac , Lekino brdo;186000;3.0;3100;halooglasi;Extra lux stan u izgradnji-bez provizije
62;Opština Voždovac , Lekino brdo;179400;3.0;2894;halooglasi;Extra lux stan u izgradnji- bez provizije
44;Opština Voždovac , Lekino brdo;127600;2.0;2900;halooglasi;Extra lux stan u izgradnji- Bez provizije
64;Opština Zvezdara , Zvezdarska padina;160300;3.0;2505;halooglasi;Extra lux stan kod Aviv Parka-Bez provizije
71;Opština Voždovac , Lekino brdo;206600;3.0;2910;halooglasi;Extra lux stan u izgradnji- Bez provizije
104;Opština Palilula , Bulevar despota Stefana ,;253000;4.0;2433;halooglasi;Botanička bašta - Bulevar despota Stefana
37;Opština Rakovica , Miljakovac , Borska;75500;2.0;2041;halooglasi;Miljakovac Borska Top lokacija
46;Opština Voždovac , Trošarina , Milisava Đurovića;126896;2.0;2800;halooglasi;Stepina Magnolija - Voždovac Vojvode Stepe
95;Opština Vračar , Bulevar kralja Aleksandra , Bulevar kralja Aleksandra;432000;3.0;4556;halooglasi;Landmark Residence, 2024., bivši Depo
40;Opština Palilula , Karaburma , Patrisa Lumumbe;59000;1.5;1475;halooglasi;Patrisa Lumumbe, duplex
85;Opština Novi Beograd , Blok 62 , Jurija Gagarina;198000;3.5;2329;halooglasi;Troiposoban stan,blok  62
66;Opština Zvezdara , Konjarnik , Bojadžinska;159800;2.5;2433;halooglasi;Moderan stan na Konjarniku - idealnog rasporeda
72;Opština Zvezdara , Konjarnik , Bojadžinska;174000;3.0;2428;halooglasi;Komforan trosoban stan - novogradnja Konjarnik
96;Opština Novi Beograd , Blok 19a , Bulevar Arsenija Čarnojevića;239000;4.0;2490;halooglasi;Blok 19a - Bulevar Arsenija Čarnojevića ID#4160
110;Opština Novi Beograd , Bežanijska kosa 2 , Ljubinke Bobić;260000;4.5;2364;halooglasi;Na prodaju četvoroiposoban stan 110m2
40;Opština Zemun , Altina , Ugriovacki put 82g;70000;1.0;1768;halooglasi;Jednosoban stan 39,6 m2
43;Opština Zemun , Altina , Ugrinovački put 82g;76000;1.5;1784;halooglasi;Jednoiposoban stan 42,6 m2
80;Opština Zvezdara , Konjarnik , Bojadžinska;192000;4.0;2415;halooglasi;Komforan 4.0 stan na Konjarniku
94;Opština Zvezdara , Konjarnik , Bojadžinska;227200;3.0;2432;halooglasi;Za ljubitelje komfora i velikih terasa
85;Opština Voždovac , Trošarina;276750;3.0;3256;halooglasi;Extra nov lux stan na Trosarini-Bez Provizije!
73;Opština Palilula , Tašmajdan , Svetozara Ćorovića;219000;3.0;3000;halooglasi;Tašmajdan
63;Opština Zvezdara , Mirijevo , Kapetana Miloša Žunjića;108000;3.0;1714;halooglasi;Bez provizije, novogradnja, lux
47;Opština Zvezdara , Đeram pijaca , Preševska 17-19;157000;2.0;3340;halooglasi;Novogradnja kod Đeram pijace - Preševska ulica
71;Opština Zvezdara , Đeram pijaca , Preševska;213000;3.5;3000;halooglasi;Novogradnja kod Đeram pijace - Preševska ulica
53;Opština Novi Beograd , Blok 67 (Belvil) , Bulevar Crvene Armije;196000;2.0;3698;halooglasi;Belvil 2.0, 53 m2, top pozicija, pogled
66;Opština Surčin , Surčin (mesto) , Krušedolska;98235;3.0;1500;halooglasi;Bez provizije za kupca, podno grejanje, kredit
148;Opština Palilula , Karaburma , Husinskih rudara;244000;4.0;1649;halooglasi;Uknizen stan od 148m2 ful namešten I opremljen
48;Opština Zemun , Novi grad , Ševina;105600;1.5;2200;halooglasi;Zemun,Ševina,stan 46 m2 ,parking,novogradnja,lux I
60;Opština Zvezdara , Bulbulder , Mariborska;176000;3.0;2933;halooglasi;Bulbulder Mariborska 3.0 nov uknjižen
38;Opština Zvezdara , Gradska bolnica , Učitelja Miloša Jankovića;117000;1.5;3079;halooglasi;Lep 1,5-soban stan kod Batutove
128;Opština Novi Beograd , Bežanijska kosa 2 , Dr Huga Klajna;285000;3.5;2227;halooglasi;Izvanredan stan, bez placanja dodatnog poreza.
92;Opština Stari grad , Centar , Vojvode Dobrnjca;368000;4.0;4000;halooglasi;Botanička bašta
89;Opština Novi Beograd , Blok 24 (Super Vero) , Bulevar Milutina Milankovića;315000;4.0;3539;halooglasi;Novi Beograd, 4.0
65;Opština Vračar , Neimar , Nebojšina;190000;2.0;2923;halooglasi;Vračar - Nebojšina - salonac
52;Opština Zvezdara , Mirijevo , Kapetana Miloša Žunjića;98800;2.0;1900;halooglasi;Lux novo, Mirijevo III, bazen, SPA centar
44;Opština Zvezdara , Mirijevo , Kapetana Miloša Žunjića;75600;2.0;1718;halooglasi;Bez provizije, novogradnja, lux
38;Opština Novi Beograd , Ledine , Oplenačka 2-5-8-10-12-14-16-18-20-22-24-26-28-30;75000;1.5;1974;halooglasi;Useljiv u najkvalitetnijoj zgradi na Ledinama
58;Opština Vračar , Krunska , Smiljanićeva;181500;2.0;3129;halooglasi;Beograd  Vracar  2.0 58m2
62;Opština Zemun , Pregrevica , Pregrevica 82;223500;2.5;3605;halooglasi;Prelep dvoiposoban stan sa 55m2 dvorišta, Zemun
86;Opština Vračar , Južni bulevar , Šumatovačka;283800;4.0;3300;halooglasi;Četvorosoban stan na Vračaru, novogradnja, 86m2
80;Opština Zvezdara , Konjarnik , Luneta Milovanovića;208000;3.0;2600;halooglasi;Predivan Trosoban Penthouse Stan +garaža Aviv Park
120;Opština Vračar , Hram svetog Save , Katanićeva;360000;4.0;3000;halooglasi;Vračar, Hram Sv. Save - Katanićeva, 120m2
97;Opština Rakovica , Vidikovac , Vidikovački venac;249000;3.5;2567;halooglasi;Prelep troiposoban stan od 97m2
122;Opština Čukarica , Cerak vinogradi , Vinogradski venac;195000;6.0;1598;halooglasi;Cerak vinogradi, Vinogradski venac
49;Opština Zvezdara , Lion;142000;2.0;2898;halooglasi;Dvosoban stan na Lionu
68;Opština Novi Beograd , Blok 29 , Bulevar Umetnosti;185000;3.0;2721;halooglasi;Blok 29, trosoban, uknjižen ID#13978
97;Opština Čukarica , Banovo brdo , Požeška;261117;4.0;2700;halooglasi;Banovo brdo, Požeška, četvorosoban, lux, nov
104;Opština Čukarica , Banovo brdo , Požeška;278910;4.0;2700;halooglasi;Banovo brdo, kod Šumarskog fakulteta, novogradnja
113;Opština Čukarica , Banovo brdo , Požeška;314272;4.0;2800;halooglasi;Banovo brdo, Požeška, nov u luksuznom kompleksu
99;Opština Čukarica , Banovo brdo , Požeška;265491;3.5;2700;halooglasi;Novogradnja na Banovom brdu
74;Opština Čukarica , Banovo brdo , Požeška;210643;2.5;2850;halooglasi;Banovo brdo, kod Šumarskog fakulteta, nov stan
110;Opština Zemun , Donji grad;320000;4.0;2909;halooglasi;Renoviran stan za prodaju, Zemun, 110 m2, ID1872
97;Opština Novi Beograd , Blok 65 , Tadije Sondermajera;363750;4.0;3750;halooglasi;Prodaja četvorosobnog stana Wellport,III faza,97m2
75;Opština Palilula , Profesorska kolonija , Stojana Novakovića;315000;3.0;4200;halooglasi;Palilula - Profesorska Kolonija - 75m2 ID#19207
45;Opština Voždovac , Braće Jerković , Braće Jerković 72;93500;1.5;2078;halooglasi;TOP PONUDA direktno od vlasnika
47;Opština Savski venac , Centar , Brankova;179000;2.5;3809;halooglasi;Centar, Brankova, 2.5, 47m2
57;Opština Voždovac , Lekino brdo , Braće Kovač;197000;2.5;3456;halooglasi;Lekino brdo, lux, 2.5 + terasa 80 kvm
58;Opština Čukarica , Čukarička padina , Radnička;128000;1.5;2207;halooglasi;dvosoban Čukarička padina
65;Opština Zvezdara , Cvetkova pijaca , Vjekoslava Kovača;140000;2.0;2154;halooglasi;Zvezdara, Cvetkova pijaca, Vjekoslava Kovača
60;Opština Voždovac , FON - Bilećka , Vojvode Stepe;162000;2.0;2700;halooglasi;Fantastičan 2.0, 60m2, Vojvode Stepe ID#1236
40;Opština Vračar , Kalenić pijaca , Kursulina;168800;1.5;4220;halooglasi;Odličan 1.5 stan, Kalenić, Kursulina ID#1227
49;Opština Novi Beograd , Paviljoni , Radoja Dakića;110000;2.0;2245;halooglasi;Svetao 2.0 stan u ulici Radoja Dakića,49m2 ID#1218
54;Opština Vračar , Hram svetog Save , Nebojšina;269000;2.0;4981;halooglasi;Ekskluzivna lokacija, Nebojšina, Hram, 2.0 ID#1215
29;Opština Zvezdara , Crveni krst , Vojislava Ilića;102600;1.0;3608;halooglasi;Luksuzna novogradnja ID#1107
86;Opština Novi Beograd , Blok 38 , Bulevar Arsenija Čarnojevića;219990;3.5;2558;halooglasi;Novi Beograd, Fontana, Bul.A.Č., 86m2 ID#1315
57;Opština Vračar , Kalenić pijaca , Kičevska;204000;2.5;3579;halooglasi;Renoviran 2.5 stan, Kalenić, Kičevska ID#1316
33;Opština Novi Beograd , Blok 24 (Super Vero) , Bulevar Milutina Milankovića;137500;1.0;4167;halooglasi;Lux renoviran, Blok 24, kod Vera, M.Milankovića ID
53;Opština Vračar , Čubura , Cara Nikolaja II;172000;2.0;3245;halooglasi;Vračar, 53m2, 2.soban, uknjižen ID#1746
67;Opština Novi Beograd , Blok 23 , Milentija Popovića;262000;2.5;3910;halooglasi;Retko u ponudi, bez posrednika
47;Opština Zemun , Batajnica , Kralja Mihaila Zetskog;79900;2.0;1700;halooglasi;Kod toplane, besplatan parking, dogovor za kes
67;Opština Voždovac , Dušanovac , Ljube Nedića;165300;3.5;2501;halooglasi;Prodaja stana, 66.10m2, 3.5, Pk, Voždovac
92;Opština Novi Beograd , Blok 37 , Bulevar Milutina Milankovića;205000;3.0;2228;halooglasi;Blok 37,3.0 stan
64;Opština Palilula , Karaburma , Pabla Nerude;109000;3.5;1708;halooglasi;Prodaja Novog Stana - Palilula - Karaburma
53;Opština Rakovica , Vidikovac , Vidikovački venac;97000;1.5;1830;halooglasi;Vidikovac, 53m2, 1.5
81;Opština Čukarica , Banovo brdo , Požeška;209990;3.0;2592;halooglasi;Požeška, Banovo Brdo 81m2 + 26m2(terasa), 3.0
34;Opština Palilula , Višnjička Banja , Mirka Milojkovića;81000;1.5;2382;halooglasi;Sunnyville-Višnjička Banja ID#1327
101;Opština Vračar , Hram svetog Save , Stojana Protića;484800;3.0;4800;halooglasi;Svetao prostran stan u luksuznoj zgradi kod Hrama
58;Opština Zemun , Prvomajska , Prvomajska;148000;2.0;2552;halooglasi;Prelep stan na VPR sa dvorištem
85;Opština Stari grad , Centar , Bulevar despota Stefana;330000;4.0;3882;halooglasi;Unikatan stan u istorijskoj zgradi
87;Opština Čukarica , Banovo brdo , Mladenovačka;212000;4.0;2437;halooglasi;Četvorosoban stan idealnog rasporeda
56;Opština Vračar , Čubura , Celjska;210000;2.0;3750;halooglasi;Dvosoban stan u novoj zgradi na Vračaru
89;Opština Vračar , Bulevar kralja Aleksandra , Kneza Miloša;285000;3.0;3202;halooglasi;Odličan za PP, lako deljiv
54;Opština Voždovac , Braće Jerković , Braće Jerković;140000;2.0;2593;halooglasi;Kompletno sređen stan na dobroj lokaciji
43;Opština Voždovac , Saobraćajni fakultet , Pazinska;90000;2.0;2093;halooglasi;Dvosoban Voždovac
73;Opština Vračar , Hram svetog Save , Nebojšina;240000;3.0;3288;halooglasi;Hram, Nebojšina, nov, uknjižen
56;Opština Rakovica , Petlovo brdo , Generala Zgonjanina;130000;4.0;2321;halooglasi;Petlovo brdo -56m2 uknjiženo - mereno 75m2
48;Opština Voždovac , Lekino brdo ,;142000;2.0;2958;halooglasi;Prelep i svetao Lux manji stan na odličnoj lokacij
