area;location;price;rooms;square_price;source;title
26;Opština Voždovac , Medaković 1 , Rastka Petrovića;63000;1.0;2423;halooglasi;Medaković 1, Rastka Petrovića, 26m2 ID#54818
32;Opština Palilula , Karaburma , Jure Keroševića;71400;1.5;2231;halooglasi;Jure Keroševića, Karaburma, Palilula ID#2250
55;Opština Barajevo , Barajevo (mesto) , 20.oktobra;48000;3.0;873;halooglasi;Barajevo Gaj,  odličan stan, 55m2
47;Opština Voždovac , Saobraćajni fakultet , Ljuba Vučkovića;129000;2.0;2745;halooglasi;Ljuba Vučkovića, Saobraćajni fakultet, Voždovac ID
110;Opština Palilula , Višnjička Banja , Mirka Milojkovića;265000;4.0;2409;halooglasi;Odličan funkcionalan stan u Sannyville ID#126589
101;Opština Vračar , Pravni fakultet , Resavska;370000;3.0;3663;halooglasi;Kompletno renoviran salonac ID#126577
108;Opština Zemun , Donji grad , Bežanijska;150000;4.0;1389;halooglasi;Zemun, Donji grad - Bežanijska
54;Opština Palilula , Borča ,;80000;2.0;1481;halooglasi;Borča II, kod novog Doma zdravlja
58;Opština Čukarica , Cerak , Šavnička;107000;3.5;1845;halooglasi;Šavnička, Cerak, Čukarica ID#2248
49;Opština Zemun , Gornji grad , Rade Končara;107000;2.0;2184;halooglasi;Zemun, Rade Končara, 49m2, namešten stan na prodaj
90;Opština Stari grad , Centar , Palmotićeva;290000;3.0;3222;halooglasi;Renoviran salonski stan na top lokaciji ID#126195
70;Opština Zemun , Kalvarija , Milana Uzelca;165000;4.0;2357;halooglasi;Zemun-Prvomajska, 70m2, vpr, ta
60;Opština Palilula , Karaburma , Mirijevski bulevar-Palilula;125000;2.0;2083;halooglasi;Karaburma, 60m2, vpr, ta
94;Opština Palilula , Tašmajdan , Kneza Danila;324000;3.0;3447;halooglasi;Ul. Kneza Danila, novija gradnja sa garažom
112;Opština Savski venac , Beograd na vodi ,;463888;4.0;4167;halooglasi;Bw Nika - stan od 111m2 - bez provizije
145;Opština Čukarica , Golf , Petra Martinovića;440000;4.0;3034;halooglasi;Čukarica, Golf naselje - Petra Martinovića, 145m2
87;Opština Zvezdara , Severni bulevar , Ledinačka;175000;3.5;2011;halooglasi;Zvezdara, Severni bulevar - Ledinačka ID#4186
72;Opština Novi Beograd , Blok 23 , Antifašističke borbe;249900;3.0;3471;halooglasi;Blok 23 - Lux ID#4076
97;Opština Zvezdara , Mirijevo , Vitezova Karađorđeve Zvezde;159900;3.0;1648;halooglasi;Novogradnja, useljiva za mesec dana ID#126979
101;Opština Rakovica , Kanarevo brdo , Borska;245000;3.0;2426;halooglasi;Mirna lokacija, pogled na Košutnjak, 101,22m2
21;Opština Vračar , Crveni krst , Vele Nigrinove;71400;1.0;3400;halooglasi;Vele Nigrinove, Crveni krst, Vračar ID#2247
46;Opština Čukarica , Železnik , Živana Panića;78000;2.0;1696;halooglasi;Železnik - nov stan sa baštom i parking mestom
94;Opština Stari grad , Dunavski kej ,;348000;3.0;3702;halooglasi;Odličan namešten 3.0 stan od 94m2, Dunavski kej
77;Opština Stari grad , Centar , Balkanska;215000;3.5;2792;halooglasi;Centar, salonac, Balkanska ulica
39;Opština Zvezdara , Đeram pijaca , Dimitrija Tucovića;146400;2.0;3754;halooglasi;Dimitrija Tucovića, Đeram pijaca, Zvezdara ID#1897
56;Opština Zvezdara , Veliki Mokri Lug , Veselina Čajkanovića;119997;2.0;2143;halooglasi;Moderan stan u Zvezdare na Veselina Čajkanovića
42;Opština Surčin , Ledine , Višegradska;101000;2.0;2434;halooglasi;Moderan stan u premium zgradi
140;Opština Zvezdara , Veliki Mokri Lug , Vojvode Vlahovića;188000;3.5;1343;halooglasi;Moderan stan na Vojvode Vlahovica, Zvezdara
42;Opština Zvezdara , Mirijevo , Koste Nađa;99000;2.0;2357;halooglasi;PROSTORAN RENOVIRAN NAMESTEN LUX STAN
40;Opština Zemun , Donji grad , Gundulićeva;130000;1.0;3250;halooglasi;STAN U CENTRU ZEMUNA
49;Opština Voždovac , Braće Jerković , Jovana Bijelića;135000;2.0;2755;halooglasi;Odlican stan u Vozdovcu
42;Opština Zvezdara , Veliki Mokri Lug , Cvetanova ćuprija;100000;2.0;2381;halooglasi;Dvosoban stan od 42 m2
44;Opština Zemun , Altina , Ugrinovački put;63000;1.0;1432;halooglasi;Stan u Zemunu (Altina)
54;Opština Zemun , Altina , Ugrinovački put;90000;1.0;1681;halooglasi;Zadivljujući prostrani stan u Zemunu (Altina)
57;Opština Vračar , Neimar , Kornelija Stankovića;140000;3.0;2456;halooglasi;Стан у мирном делу Врачара
33;Opština Vračar , Kalenić pijaca , Hadži Prodanova;135000;1.0;4091;halooglasi;Stan u srcu Vračara
69;Opština Zvezdara , Veliki Mokri Lug , Vojvode Vlahovića;160000;1.5;2319;halooglasi;Zadivljujući LUX stan
85;Opština Palilula , Višnjička Banja , Dragana Lukića;139000;3.0;1635;halooglasi;Odličan LUX dupleks
78;Opština Rakovica , Labudovo brdo , Generala Zgonjanina;156000;3.0;2000;halooglasi;Kompletno renoviran svetli stan na Labudovom Brdu
73;Opština Palilula , Karaburma , Mirijevski bulevar;189800;3.5;2600;halooglasi;Odličan LUX stan na Karaburme
33;Opština Stari grad , Dorćol , Venizelosova;125000;1.5;3788;halooglasi;Izuzetan stan na Dorcolu
87;Opština Zemun , Zemun Bačka , Rade Končara;226200;3.5;2602;halooglasi;Moderan duplex u Zemunu
33;Opština Zemun , Zemun Bačka , Rade Končara;91000;1.0;2794;halooglasi;Odličan stan u Zemunu
83;Opština Zvezdara , Veliki Mokri Lug , Veselina Čajkanovića;190000;3.5;2289;halooglasi;Renoviran moderan stan, Veselina Čajkanovića
65;Opština Čukarica , Cerak vinogradi , Vinogradski venac;139000;3.0;2138;halooglasi;3.0 stan , Ceraku Vinogradi (59m2 + 6m2) + 3m2
53;Opština Vračar , Kalenić pijaca , Kičevska;204000;2.5;3849;halooglasi;Vračar-renoviran
58;Opština Čukarica , Banovo brdo , Šumadijski trg;169900;3.0;2929;halooglasi;Banovo brdo-Šumadijski trg
28;Opština Voždovac , Trošarina;72800;1.0;2600;halooglasi;Odličan prostor, Vojvode Stepe
38;Opština Zvezdara , Bulbulder , Milana Vukosa;128300;1.5;3435;halooglasi;Prodaja stana 37.35+T , Bulbuder, Milana Vukosa
73;Opština Zemun , Batajnica , Žike Markovića;123500;3.0;1692;halooglasi;Batajnica, renoviran, namešten stan, hitna prodaja
57;Opština Voždovac , Banjica , Bulevar oslobođenja;127000;2.5;2228;halooglasi;Banjica, Bulevar oslobođenja, 57 m2
45;Opština Čukarica , Golf , Izvorska;128250;1.5;2850;halooglasi;Izvorska, Golf naselje, Čukarica ID#2246
36;Opština Savski venac , Humska , Oblakovska;108000;1.5;3000;halooglasi;Autokomanda, odličan 1.5 u izgradnji ID#2264
59;Opština Novi Beograd , Blok 65 ,;375000;2.0;6366;halooglasi;Kula West 65, namesten stan , 59m2
40;Opština Zvezdara , Mirijevo , Mirijevski bulevar;93150;2.0;2329;halooglasi;Palilula, Mirijevo - Mirijevski bulevar, 40m2
36;Opština Čukarica , Čukarička padina , Radnička;67990;1.0;1889;halooglasi;Čukarička padina, Radnička 36m2
220;Opština Savski venac , Dedinje , Vladimira Gaćinovića;800000;6.0;3636;halooglasi;6.0 220m2+L Dedinje - Američka ambasada
115;Opština Stari grad , Terazije , Balkanska;345000;4.0;3000;halooglasi;Renoviran uknjižen stan - Terazije ID#3365
117;Opština Čukarica , Banovo brdo , Paštrovićeva;310000;3.0;2664;halooglasi;Hipodrom, Paštrovićeva, 116.36m2 ID#7007
40;Opština Čukarica , Banovo brdo , Paštrovićeva;115000;1.5;2915;halooglasi;Hipodrom, Paštrovićeva, 39.45m2 ID#7005
27;Opština Čukarica , Bele vode , Buda Tomovića;36000;1.0;1333;halooglasi;1.0 Bele vode, prizemlje ID#128799
94;Opština Zvezdara , Lion , Bulevar Kralja Aleksandra;263000;3.5;2798;halooglasi;Lion, 3.5, crvena fasadna cigla ID#116765
88;Opština Rakovica , Vidikovac , Patrijarha Joanikija;148000;3.0;1682;halooglasi;Vidikovac 3.0 uknjižen stan ID#1230
34;Opština Stari grad , Dorćol , Venizelosova;220000;1.0;6471;halooglasi;34 m2, 1.0 (sa garažnim mestom), Novi Dorćol
67;Opština Savski venac , Beograd na vodi ,;246888;3.0;3738;halooglasi;Trosoban stan u BW Nova
49;Opština Savski venac , Beograd na vodi ,;199888;2.0;4156;halooglasi;Dvosoban stan na prodaju u BW Nova
49;Opština Savski venac , Beograd na vodi ,;199888;2.0;4158;halooglasi;Dvosoban stan na prodaju u BW Nova
56;Opština Savski venac , Beograd na vodi ,;229888;2.0;4150;halooglasi;Dvosoban stan na prodaju u BW Nova
35;Opština Voždovac , Centar , Ljuba Vučkovića;89900;1.0;2569;halooglasi;Uknjižen stan kod Darvinove pošte ID#3439
75;Opština Novi Beograd , Stari Merkator , Palmira Toljatija;203000;3.0;2707;halooglasi;Stari Merkator, Palmira Toljatija 75m2
63;Opština Obrenovac , Obrenovac (mesto);95000;2.0;1508;halooglasi;Dvosoban stan 63m2 -2.sprat, Centar Obrenovca
38;Opština Palilula , Profesorska kolonija , Jaše Prodanovića;105000;1.5;2763;halooglasi;Profesorska kolonija , Jaše Prodanovića, 38m2
41;Opština Čukarica , Filmski grad , Ilije Stojadinovića;119000;1.0;2902;halooglasi;Filmski grad, uknjižen
48;Opština Palilula , Karaburma , Stevana Dukića;110000;2.5;2292;halooglasi;Karaburma, Stevana Dukića, 48m2, 1/5
41;Opština Čukarica , Sremčica , Dvoržakova;59000;2.0;1439;halooglasi;Sremčica Dvoržakova,2.0, 41m2,vpr, ta, uknj,59.000
30;Opština Voždovac , Lekino brdo , Belička;116000;0.5;3867;halooglasi;Lekino brdo, Belička, mereno 33m2 ID#7236
100;Opština Palilula , Tašmajdan , Ilije Garašanina;520000;3.0;5200;halooglasi;Centar lux de lux cetvorosoban, novogradnja
68;Opština Zemun , Batajnica , Milice Rakić;115000;2.5;1691;halooglasi;Batajnica, Zemun, odličan, renoviran, uknjižen sta
84;Opština Voždovac , Banjica , Paunova;180000;3.5;2143;halooglasi;VOŽDOVAC-BANJICA-PAUNOVA
36;Opština Voždovac , Lekino brdo , Tetovska;110000;1.5;3056;halooglasi;Tetovska
115;Opština Stari grad , Terazije , Balkanska;345000;4.0;3000;halooglasi;Stari grad, Terazije - Balkanska, 115m2
22;Opština Novi Beograd , Blok 34 (Carina - Studentski grad) , Narodnih heroja;88000;0.5;4000;halooglasi;Blok 34, Narodnih heroja, 22m2, 0.5 ID#2502
43;Opština Voždovac , Vojvode Vlahovića ,;95000;1.5;2209;halooglasi;Uknjižen stan sa parking mestom ID#3438
31;Opština Zvezdara , Učiteljsko naselje , Mis Irbijeve;67000;1.5;2161;halooglasi;Kod Beo-centra, uknjižen ID#1371
45;Opština Novi Beograd , Arena , Bulevar Zorana Đinđića;200000;1.5;4444;halooglasi;Novi Beograd, Arena, 1,5
44;Opština Zvezdara , Mirijevo , Kapetana Miloša Žunjića;83144;2.0;1900;halooglasi;2.0, Mirijevo, Kapetana Miloša Žunjića, 43,76m2
58;Opština Zvezdara , Mirijevo , Kapetana Miloša Žunjića;109782;3.0;1900;halooglasi;3.0, Mirijevo, Kapetana Miloša Žunjića, 57,78m2
67;Opština Zvezdara , Mirijevo , Kapetana Miloša Žunjića;125760;3.0;1900;halooglasi;3.0, Mirijevo, Kapetana Miloša Žunjića, 66,19m2
65;Opština Novi Beograd , Bežanijska kosa 2 , Peđe Milosavljevića;157000;2.0;2415;halooglasi;2.0, Bežanijska kosa 2, Peđe Milosavljevića, 65m2
92;Opština Vračar , Krunska , Krunska;219900;3.5;2390;halooglasi;3.5, Krunska, 92m2+T
54;Opština Zvezdara , Mirijevo , Miodraga Protića;108000;3.0;2000;halooglasi;3.0, Mirijevo, Miodraga Protića, 54m2
56;Opština Zemun , Batajnica , Majora Zorana Radosavljevića;95000;2.5;1696;halooglasi;2.5, Batajnica, Majora Zorana Radosavljevića, 56m2
69;Opština Zvezdara , Učiteljsko naselje , Paje Jovanovića;157642;3.0;2300;halooglasi;3.0, Učiteljsko naselje, Paje Jovanovića, 68.55m2
86;Opština Zvezdara , Učiteljsko naselje , Paje Jovanovića;200000;3.5;2334;halooglasi;3.5, Učiteljsko naselje, Paje Jovanovića, 85,70m2
68;Opština Zvezdara , Mirijevo , Mirijevski venac;145000;3.0;2132;halooglasi;3.0, Mirijevo, Mirijevski venac, 68m2
70;Opština Stari grad , Dorćol , Cara Dušana;185000;3.5;2643;halooglasi;3.5, Dorćol, Cara Dušana, 70m2
63;Opština Zvezdara , Mirijevo , Vjekoslava Afrića;150000;2.5;2381;halooglasi;2.5, Mirijevo, Vjekoslava Afrića, 63m2
22;Opština Čukarica , Žarkovo , Republička;66000;1.0;3000;halooglasi;Čukarica, Žarkovo - Republička, 22m2
96;Opština Čukarica , Filmski grad , Arčibalda Rajsa;190000;3.0;1979;halooglasi;Čukarica, Filmski grad - Arčibalda Rajsa, 96m2
65;Opština Mladenovac , Mladenovac (mesto) , Prvog Maja 42;84448;3.0;1300;halooglasi;Novogradnja dvosoban stan Tozino Voće Mladenovac
160;Opština Čukarica , Banovo brdo , Vase Stajića;425000;4.0;2656;halooglasi;Banovo brdo, 4.0, bašta, parking, video prikaz
103;Opština Vračar , Bulevar kralja Aleksandra , Sinđelićeva;140000;3.0;1359;halooglasi;Vračar, Sinđelićeva, 5.0, video prikaz
42;Opština Palilula , Bulevar despota Stefana , jovana avakumovića;125000;1.0;2976;halooglasi;Palilula, Dunav stanica, parking, video prikaz
83;Opština Stari grad , Bajlonijeva pijaca;254000;3.5;3060;halooglasi;Bitef teatar, 3.5, salonac, video prikaz stana
104;Opština Palilula , Centar;253000;4.0;2433;halooglasi;Trostrano orjentisan stan u samom centru
102;Opština Rakovica , Kanarevo brdo , Borska;245000;3.0;2420;halooglasi;Mirna lokacija sa pogledom na Košutnjak, uknjižen,
47;Opština Palilula , Višnjička Banja , Slanački Put;122400;2.0;2604;halooglasi;Lux novogradnja u Sunnyville-u ID#128668
59;Opština Vračar , Južni bulevar , Generala Horvatovića;180000;3.0;3051;halooglasi;Južni bulevar, novogradnja 3.0, 3/7, 59m2
70;Opština Novi Beograd , Blok 22 , Bulevar Zorana Đinđića;199900;2.5;2856;halooglasi;Blok 22 - dvoiposoban stan ID#4453
46;Opština Zemun , Batajnica , Jovana Brankovića;85758;2.0;1870;halooglasi;Lux novogradnja u centru Batajnice
61;Opština Zemun , Batajnica , Jovana Brankovića;114070;3.0;1870;halooglasi;Lux novogradnja u centru Batajnice
58;Opština Čukarica , Banovo brdo , Šumadijski trg;169900;2.5;2929;halooglasi;Čukarica - Banovo brdo - Šumadijski trg
57;Opština Palilula , Borča , Drinske divizije;95000;2.0;1667;halooglasi;Borča ID#3505
65;Opština Palilula , Kotež;89000;3.0;1369;halooglasi;Palilula, Kotež, 3.5, 65+20m2, odličan
43;Opština Palilula , Karaburma , Dr Drage Ljočić;75000;1.5;1744;halooglasi;Palilula, Karaburma, 1.5, 43m2
65;Opština Stari grad , Kosančićev venac , Kosančićev Venac;359000;3.0;5523;halooglasi;Kosančićev Venac - lux ID#3919
100;Opština Zvezdara , Mirijevo , Šejkina;160000;3.5;1600;halooglasi;Beograd, Mirijevo, Stan, 3.5, 100m2
180;Opština Savski venac , Beograđanka , Kraljice Natalije;477000;6.0;2650;halooglasi;Terazije, 180m2, III, eg
89;Opština Voždovac , Hotel M , Mosorska;298000;3.5;3348;halooglasi;Hotel M, 89m2, II, eg, namešten+garaža
110;Opština Voždovac , Voždovačka crkva , Vojvode Stepe;200000;4.0;1818;halooglasi;Voždovačka crkva, 110m2, XVII, cg
77;Opština Novi Beograd , Blok 38 , Omladinskih brigada;226000;3.5;2935;halooglasi;3.5 blok 38
115;Opština Stari grad , Terazije , Terazije;370000;5.0;3217;halooglasi;Petosoban stan na Terazijama
34;Opština Voždovac , Lekino brdo , Miklošićeva;59000;1.5;1735;halooglasi;Stan na odličnoj lokaciji
67;Opština Zemun , Ugrinovačka , Šilerova;166000;2.5;2478;halooglasi;Zemun kvalitetna novogradnja 67(T), parking mesto
104;Opština Zvezdara , Crveni krst , Starca Vujadina;338000;4.0;3250;halooglasi;Crveni Krst, Starca Vujadina,104m2, uknjizen
67;Opština Novi Beograd , Blok 21 , Bulevar Mihajla Pupina;220000;2.5;3284;halooglasi;Šest kaplara – 2.5 odličan stan
54;Opština Stari grad , Dorćol , Gospodar Jovanova;243000;2.0;4500;halooglasi;Dorćol-G.Jovanova, 54m2, II, ta
104;Opština Voždovac , Medaković 3 , Borivoja Stevanovića;140000;3.5;1346;halooglasi;Medaković III, 104m2, IX, cg
127;Opština Voždovac , Medaković padina , Krivošijska;140000;3.0;1102;halooglasi;Zvezdara, 127m2+15m2, II, gas
92;Opština Vračar , Kalenić pijaca , Kalenićeva;219000;4.5;2380;halooglasi;Kalenić pijaca, 92m2, III, ta
74;Opština Savski venac , Beograđanka , Kneza Miloša;189900;2.5;2566;halooglasi;Kneza Miloša, 74m2, V, eg
110;Opština Savski venac , Beograđanka , Kraljice Natalije;291500;3.0;2650;halooglasi;Terazije, 110m2, II, eg
32;Opština Voždovac , Saobraćajni fakultet , Vojvode Stepe;95000;1.0;2969;halooglasi;Saobraćajni fakultet, 32m2, VII, eg,
110;Opština Zvezdara , Mirijevo , Semjuela Beketa;145000;4.0;1318;halooglasi;Mirijevo, 110m2, II, cg
56;Opština Zemun , Ugrinovačka , Šilerova;148000;2.0;2643;halooglasi;Zemun-Kvalitetna novogradnja 56(T), parking mesto
104;Opština Zemun , Zemunske kapije , Šumadijska;365000;3.5;3510;halooglasi;Prodaje se namešten stan u Zemunu
47;Opština Rakovica , Miljakovac , Stanka Paunovića Veljka;92000;1.5;1957;halooglasi;Stanka Paunovića kod OŠ,47m2,1.5 ID#1522
88;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;594000;3.0;6750;halooglasi;BW Scala, 140m2 sa baštom ID#7003
223;Opština Novi Beograd , Ledine;423700;6.0;1900;halooglasi;Sjajan lux 6.0 stan
63;Opština Rakovica , Vidikovac ,;107000;3.0;1698;halooglasi;Vidikovac---nov---odmah useljiv
63;Opština Zvezdara , Mirijevo ,;111500;3.0;1770;halooglasi;Mirijevo----nov---useljiv
31;Opština Palilula , Karaburma , Đorđa Nešića;92000;1.5;2968;halooglasi;Karaburma-lux stan ID#4452
30;Opština Čukarica , Banovo brdo , Kraljice Katarine;109000;2.0;3633;halooglasi;Kraljice Katarine, 45m2, Duplex, Uknjižen
57;Opština Čukarica , Železnik , 8. marta;108000;2.5;1895;halooglasi;Železnik, Osmog marta, 57m2, 2.5 ID#2501
34;Opština Zvezdara , Gradska bolnica , Lukijana Mušickog;95000;1.0;2794;halooglasi;Gradska bolnica, Lukijana Mušickog, 34m2, 1/2, ukn
33;Opština Voždovac , Lekino brdo , Tetovska;125000;0.5;3788;halooglasi;Studio, Lekino brdo, odmah useljiv ID#3216
67;Opština Voždovac , Šumice , Vladimira Tomanovića;143000;2.0;2134;halooglasi;Šumice, 2,0 67m2, lođa, uknjižen, III
62;Opština Savski venac , Stadion Partizana , Dinarska;198699;3.0;3249;halooglasi;Autokomanda, Stadion Partizana, Dinarska ulica
47;Opština Zemun , Meandri;146880;1.5;3176;halooglasi;Lux Novogradnja u Zemunu
47;Opština Grocka , Kaluđerica , Mokroluška;72500;2.5;1543;halooglasi;Mokroluška, Kaluđerica, Grocka ID#1895
60;Opština Voždovac , Mitrovo Brdo ,;131000;3.0;2183;halooglasi;Mitrovo brdo, nov, mereno 63m2 ID#6457
37;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;218000;1.0;5892;halooglasi;BW Libera,lux gradnja, izuzetna investicija ID#645
49;Opština Zemun , Galenika , Petra Jovovića;37500;2.0;768;halooglasi;Nova Galenika, Petra Jovovića, Garaža adaptirana u
63;Opština Barajevo , Barajevo (mesto) ,;47500;3.0;754;halooglasi;Barajevo, trosoban stan na prodaju
72;Opština Novi Beograd , Blok 30 (B92) , Bulevar Mihajla Pupina;200000;3.0;2778;halooglasi;Bul. Mihaila Pupina, 72m2, 3.0, uknjižen
65;Opština Novi Beograd , Blok 64 , Gandijeva;159900;2.0;2460;halooglasi;Blok 64, Gandijeva, prodaja stana
84;Opština Čukarica , Čukarička padina , Mladena Mitrića;275000;3.0;3274;halooglasi;Trosoban stan u ulici Mladena Mitrića, Čukarička p
68;Opština Rakovica , Miljakovac , Borska;139000;2.5;2044;halooglasi;Miljakovac 1-Borska, 2.5,68m2+4(L) ID#3063
90;Opština Vračar , Krunska , Njegoševa;360000;3.0;4000;halooglasi;Vračar, Njegoševa, 3.0, 90m2, uknjižen
73;Opština Voždovac , Banjica , Bulevar oslobođenja;150000;3.0;2055;halooglasi;Voždovac, Banjica - Bulevar oslobođenja 73m2
52;Opština Novi Beograd , Stari Merkator , Otona Župančiča;155000;2.5;2981;halooglasi;Stari Merkator.dvoiposoban, 52+2ter,cg, renoviran
58;Opština Savski venac , Stadion Partizana , Humska;155000;2.0;2672;halooglasi;Savski venac, Partizanov stadion - Humska
56;Opština Novi Beograd , Blok 60 , Zemunska;115000;2.5;2054;halooglasi;Novi Beograd, Blok 60 - Zemunska
74;Opština Vračar , Hram svetog Save , Dubljanska;213000;2.5;2878;halooglasi;Vračar, Hram Svetog Save - Dubljanska
79;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;339700;3.0;4300;halooglasi;Beograd na vodi - Bulevar Vudroa Vilsona
90;Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona;387000;3.0;4300;halooglasi;Beograd na vodi - Bulevar Vudroa Vilsona
112;Opština Vračar , Čubura , Vardarska;369000;4.0;3295;halooglasi;Vračar, Čubura - Vardarska
88;Opština Zvezdara , Lion , Bulevar kralja Aleksandra;230000;4.0;2614;halooglasi;Zvezdara, Lion - Bulevar kralja Aleksandra
43;Opština Voždovac , Medaković padina , Veselina Čajkanovića;93500;2.0;2174;halooglasi;Voždovac, Medaković padina - Veselina Čajkanovića
56;Opština Palilula , Karaburma , Pabla Nerude;111000;3.5;1982;halooglasi;Karaburma, Pabla Nerude, 56m2+T, 4/4
68;Opština Zvezdara , Mirijevo , Zagrađe;122000;2.5;1794;halooglasi;Mirijevo, Zagrađe, 68m2, I/IV
51;Opština Palilula , Krnjača , Partizanski blok ulica 2.;86000;2.5;1705;halooglasi;Krnjača, novogradnja, legalno, 2.0
59;Opština Stari grad , Dorćol , Venizelosova;340000;2.0;5763;halooglasi;Dorćol, 2s u pametnoj zgradi, gar.mesto ID#6211
49;Opština Zemun , Altina , Jovana Raškovića;67000;3.0;1367;halooglasi;Prodaje se stan
37;Opština Palilula , Borča , Gavrila Mijakića;41990;1.5;1135;halooglasi;Borca, stan 1.5 bez ulaganja
42;Opština Novi Beograd , Blok 33 , Narodnih heroja;145000;1.0;3452;halooglasi;Novi Beograd Genex kula Blok 33  42m2 komp.sredjen
65;Opština Novi Beograd , Bežanijska kosa 1 , Pedje Milosavljevića;157000;2.0;2415;halooglasi;- Novi Beograd sf 14510
54;Opština Grocka , Kaluđerica , Save Kovačević;79500;3.0;1472;halooglasi;+Kaluđerica sf 18181
51;Opština Grocka , Kaluđerica , Save Kovačević;77000;3.0;1510;halooglasi;+Kaluđerica sf 18183
38;Opština Grocka , Kaluđerica , Save Kovačević;59000;1.0;1553;halooglasi;+Kaluđerica asf 18182
95;Opština Novi Beograd , Blok 67 (Belvil) , Đorđa Stanojevića;419000;3.5;4411;halooglasi;Belville, 95m2, lux sa garažnim mestom ID#49700
82;Opština Savski venac , Centar , Admirala Geprata;302000;3.0;3683;halooglasi;Savski Trg, Admirala Geprata, 82m2+parking mesto I
84;Opština Vračar , Kalenić pijaca , Golsvordijeva;210000;4.0;2500;halooglasi;Odličan renoviran stan za sve namene ID#52268
55;Opština Zvezdara , Mirijevo , Milića od Mačve;89000;2.0;1618;halooglasi;Mirijevo, Milića od Mačve, 55m2 ID#52782
95;Opština Stari grad , Terazije , Kraljice Natalije;275000;4.0;2895;halooglasi;Trenutno podeljen na 2 zasebna stana ID#53512
76;Opština Novi Beograd , Blok 30 (B92) , Bulevar Mihajla Pupina;225000;3.0;2961;halooglasi;Blok 30, trosoban stan
82;Opština Stari grad , Centar , Kraljice Natalije;275000;3.5;3354;halooglasi;Beograd, Centar, Kraljice Natalije
116;Opština Vračar , Bulevar kralja Aleksandra , Bulevar kralja Aleksandra;267000;4.0;2302;halooglasi;Vračar dupleks kod Vuka
107;Opština Čukarica , Banovo brdo , Praška;413000;4.0;3860;halooglasi;Lux stan - četvorosoban -Banovo brdo - Čukarica
73;Opština Grocka , Brestovik , Čair;78000;2.0;1068;halooglasi;Vikendica u Brestoviku
65;Opština Rakovica , Miljakovac , Miljakovačke šume;113750;2.5;1750;halooglasi;2,5 Miljakovac 3 kod okretnice novogradnja lux
177;Opština Vračar , Hram svetog Save , Bulevar oslobođenja;795000;5.0;4502;halooglasi;5.0 Vračar, Hram svetog Save, novogradnja
121;Opština Vračar , Hram svetog Save , Bulevar oslobođenja;544000;3.0;4502;halooglasi;3.0 Vračar, Hram svetog Save, novogradnja
105;Opština Novi Beograd , Blok 37 , Bulevar Arsenija Čarnojevića;270000;3.5;2571;halooglasi;Blok 37  - Bul Arsenija Carnojevica, 105m2
70;Opština Vračar , Crveni krst ,;208650;2.5;3000;halooglasi;Crveni Krst, 2.5, 70m2, EG - Bez Provizije
78;Opština Vračar , Crveni krst ,;231810;2.5;3000;halooglasi;Crveni Krst, 3.0, 78m2, EG - Bez Provizije
68;Opština Stari grad , Dunavski kej , Dunavski kej;240000;2.0;3529;halooglasi;Stari grad, Dunavski kej, Dunavski kej, 2.0, 68m2
115;Opština Voždovac , Jajinci , Jakova Galusa;166750;3.0;1450;halooglasi;Jajinci, Voždovac, Jakova Galusa, luks namešten
125;Opština Stari grad , Gundulićev venac , Venizelosova;699000;4.0;5592;halooglasi;Vrhunski penthaus, velika terasa, lux, odmah uselj
57;Opština Voždovac , Banjica , Crnotravska;125000;2.0;2193;halooglasi;Banjica stan sa velikom terasomi prelepim pogledom
57;Opština Voždovac , Banjica , Bulevar oslobođenja;130000;2.5;2281;halooglasi;Banjica-2.5
120;Opština Čukarica , Banovo brdo , Nodilova;315000;3.0;2625;halooglasi;Banovo brdo, Nodilova, 120m2 ID#54768
101;Opština Novi Beograd , Blok 67 (Belvil) , Jurija Gagarina;350000;3.0;3465;halooglasi;Novi Beograd-Belville ID#1173
97;Opština Zvezdara , Bulevar kralja Aleksandra;240000;4.0;2490;halooglasi;Poslednji dostupan stan,kod Bea,useljivo,TOP
56;Opština Zemun , Gornji grad , Šilerova;150000;2.5;2679;halooglasi;Fenomenalna novogradnja Gornji grad ID#128810
67;Opština Zemun , Gornji grad , Šilerova;168000;3.0;2507;halooglasi;Zemun, Gornji grad, prelepa novogradnja ID#128809
76;Opština Voždovac , Autokomanda , Ranka Tajsića;229000;3.5;3013;halooglasi;Voždovac  -  Autokomanda
72;Opština Vračar , Kalenić pijaca , Njegoševa;360000;2.0;5000;halooglasi;Vračar, Kalenić - Njegoševa
90;Opština Stari grad , Centar ,;239000;4.0;2656;halooglasi;Centar - salonski - Svetozara Radića ID#4217
85;Opština Zemun , Batajnica , Žarka Bokuna;125000;4.0;1471;halooglasi;Batajnica, Žarka Bokuna, 85m2 ID#7234
56;Opština Zemun , Altina , Ugrinovački put 8. deo;100690;2.0;1816;halooglasi;55m2 Novogradnja, Altina, uknjiženo, može kredit
68;Opština Stari grad , Dunavski kej , Dunavski kej;240000;2.0;3529;halooglasi;Dunavski kej - Dorćol ID#4450
